     -2.455982e+29         -1.266966e+29
      6.681196e+28         -3.203936e+27
     -5.388667e+29          1.157374e+30
      8.062059e+29         -9.992031e+29
      3.501950e+28         -5.474292e+26
     -1.906771e+28          1.997499e+28
     -1.860310e+28          4.397392e+27
      4.081887e+28         -2.594452e+28
     -2.534160e+28         -3.129717e+27
      2.865392e+27         -1.525515e+28
     -5.230697e+27         -9.533063e+27
     -5.087338e+29         -1.262301e+30
     -2.067728e+29          1.497478e+30
      7.686371e+29         -2.365328e+29
      4.868557e+28         -1.089510e+28
     -1.547303e+28          1.103542e+28
      2.308604e+28          8.147478e+26
      7.867980e+27         -2.038359e+28
      5.014204e+27         -3.618080e+28
      9.082771e+27          9.984125e+27
     -6.314299e+28         -3.453634e+28
      1.132873e+30          9.760968e+29
     -1.549659e+29          6.535619e+29
     -8.473376e+29         -1.586438e+30
      5.949182e+28          7.551991e+27
      5.330649e+28          2.386491e+27
     -1.937264e+28         -2.605189e+27
     -1.481112e+28         -1.685103e+27
      2.649880e+28          1.080429e+28
      1.637549e+28         -4.889600e+28
      5.340533e+28         -1.395489e+28
      1.286327e+28         -2.262770e+28
     -3.528735e+28         -3.436412e+28
     -1.367815e+28          3.511363e+27
      2.352245e+29         -3.496394e+28
      1.031247e+29         -4.656271e+28
      6.220358e+28         -1.745691e+28
      9.153239e+28         -5.187840e+27
     -3.282609e+27         -5.098094e+28
     -1.349459e+28         -2.908173e+28
     -2.397200e+28          3.134880e+27
      1.573448e+29         -3.555256e+28
     -1.935094e+29          3.360528e+28
      5.712897e+28          7.481982e+27
     -1.300907e+29          1.805127e+28
      9.452652e+28          1.162106e+28
      2.370693e+29         -3.990983e+28
     -2.185304e+29          3.931831e+28
      5.485799e+29         -2.446283e+29
      2.841401e+29         -2.517642e+29
     -3.817685e+28          9.950353e+27
     -6.335857e+28          1.521254e+29
      3.677209e+28         -3.630725e+28
      4.822033e+26         -7.216787e+28
     -2.097820e+29          6.124923e+28
      3.657485e+28         -7.803717e+28
     -5.690304e+28          2.070203e+29
      3.785308e+28         -5.855413e+28
     -1.540342e+29         -9.685301e+28
      2.543626e+29         -2.293182e+29
     -3.963650e+28          3.567312e+27
     -1.525863e+28         -1.274815e+29
      1.959621e+29         -4.357094e+28
     -2.104665e+29          2.037675e+29
     -2.131311e+29          1.882399e+28
     -2.593368e+29          2.708546e+29
      2.452143e+28         -1.571121e+29
      2.388683e+29         -6.237731e+28
     -4.887064e+28         -2.764433e+28
     -7.025041e+29          7.104144e+28
     -1.265293e+29          4.843543e+28
     -8.486090e+28          2.904711e+28
      1.917833e+27         -8.375718e+27
     -2.167920e+28          1.477679e+28
     -6.334223e+29          2.412267e+29
      3.137019e+27         -1.164189e+28
      2.646651e+28         -1.272638e+28
     -6.922359e+27          5.141677e+27
      3.475597e+27          2.617473e+27
     -3.534185e+26          1.164361e+28
     -9.936181e+28         -5.393444e+28
      1.951818e+29          5.825652e+28
     -3.575685e+30          4.569474e+29
      3.592375e+30         -4.404283e+29
      1.228035e+29         -1.246571e+28
     -1.097329e+29          1.610162e+28
     -1.732045e+28          7.913600e+27
      9.278837e+28         -2.182132e+28
      1.239060e+28          2.251053e+28
     -2.340657e+28          3.215082e+28
      1.145668e+29          2.723049e+29
     -1.334605e+30          1.629794e+30
     -1.145969e+28         -3.748151e+29
      1.378294e+30         -1.655818e+30
      2.755644e+29         -8.678103e+28
     -4.815595e+28          2.642972e+28
      4.932949e+28         -5.240627e+28
     -3.689925e+27          1.218363e+27
      7.991707e+27         -7.446789e+27
     -2.037285e+28          2.922660e+28
     -4.356826e+28         -1.375018e+28
      1.197745e+30          4.232219e+29
     -4.343647e+29          9.148097e+29
     -6.472444e+29         -1.343709e+30
      6.881717e+28         -2.761259e+28
      2.786582e+28          2.004396e+28
     -1.863447e+28         -1.585781e+28
      1.184564e+28         -1.114162e+28
      2.221655e+28         -1.168240e+28
     -6.567201e+27         -2.282191e+28
      9.007218e+28         -2.197527e+28
      8.574757e+27         -1.538929e+28
     -4.944366e+28          3.567364e+28
     -6.178791e+28          2.940073e+28
      5.055959e+29         -1.126754e+29
      6.559862e+28         -1.124293e+28
      3.576677e+28         -1.089040e+28
      3.300526e+28          2.965111e+26
      1.688583e+28          3.007349e+28
     -1.117744e+28         -4.337516e+28
     -5.107054e+28          2.296915e+27
     -5.962518e+28          2.415144e+28
      1.717832e+29          8.996088e+27
     -1.647875e+29         -2.226851e+28
     -2.779854e+29          1.381298e+28
     -1.981770e+29         -1.769413e+28
     -3.538782e+27         -5.210281e+27
      1.844957e+29          3.050367e+28
